credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default
3,1660855366,106089555,5181070305,6,618,0
2,6988823909,1613047326,1089492876,5,603,0
5,4939075672,1895644352,7316249295,4,481,1
0,542055185,7445066846,8896805352,3,578,0
5,6095956446,2447658586,8265887095,1,692,1
1,3837675904,110269336,7404739397,3,561,0
0,2437736736,4028896051,3850264477,3,563,0
5,3275017159,1448874583,518898261,6,600,1
0,6664900305,9376893717,9485207233,4,638,0
1,3769898635,1100509841,9415684773,5,647,0
0,5686291095,8971045054,9740754786,3,633,0
1,280505126,3724196272,4008321537,7,669,0
0,3828926636,468508489,7336843289,4,565,0
0,3292724419,61547234,635447566,4,673,0
1,3945033115,6321130803,5962019667,5,663,0
1,4557964612,7105824997,7775404645,6,668,0
0,4840560546,7469756314,6334393002,5,604,0
0,2685920597,6383436055,3938818333,8,645,0
2,1606113591,4340230513,3716030162,8,704,0
1,2492888156,4850735659,6214853463,7,690,0
1,3810786358,6940170006,7922504415,5,622,0
0,6715581206,3209195208,1041968362,2,618,0
2,3258244538,6927117693,531397912,7,660,0
4,6412606697,1953500286,8463048879,3,578,1
1,170332655,3746370515,3269680679,5,641,0
0,5459031609,6861574102,1002307617,5,582,0
1,3206648306,9050784281,6693042044,6,718,0
3,270112419,7795494719,4678883431,7,632,0
1,640533061,6035871306,8130283671,7,640,0
1,3166537998,7669438912,6618223024,6,593,0
0,4608020561,5933316553,8586015619,5,641,0
5,571573614,2934495961,1005680045,7,579,1
0,3547897226,3780929312,4683110664,3,599,0
0,3816474544,5289934544,6455247359,5,668,0
1,3590214718,742552945,5861459262,6,712,0
1,2417495389,6451060665,610347163,6,603,0
0,4449327537,5560382444,792633724,3,653,0
1,3527931083,5572170081,8054841407,7,682,0
0,3411299789,9636622101,5618565529,7,740,0
3,9030229021,2271519138,1099825466,4,645,0
1,5256325425,8232284775,8504061314,7,684,0
1,4166890552,5684134518,7172594593,7,636,0
5,422193606,2014470661,7693618902,3,591,1
2,4621718516,1126577495,1019185269,8,650,0
0,386997529,1868208228,7139455475,5,699,0
5,4379891151,1846302841,6459453761,2,572,1
0,2259203656,1561381084,4920076896,6,751,0
0,2634015661,3878539547,540510742,1,556,0
0,4246836448,3497960124,6797200956,5,664,0
1,4121563493,5538913241,6344530515,6,661,0
0,5440302728,3620716047,9178442275,6,529,0
5,4914799695,2177672586,7122038107,3,701,1
0,4608751008,634609424,7817259273,2,640,0
3,5617648156,1933938234,9318310653,4,645,0
1,5788301186,6843221951,8142505195,4,665,0
5,4973534646,252525309,9071096485,5,551,1
1,2503662917,3537148816,3698469156,6,735,0
0,5257695382,5271987307,8201617349,6,689,0
0,5605337069,6598432026,931914778,6,656,0
2,4185940753,8737352347,6661642799,6,704,0
1,4514037116,7155823465,6343097664,4,790,0
1,6232857601,1021323346,1191965989,5,612,0
1,3192885915,8889676749,7706694195,5,663,0
0,4122726132,2099926931,5903443699,2,608,0
0,2322072134,3774502548,3774502548,2,601,0
1,3796335349,5559972562,7393651902,6,718,0
5,4029979988,2420302733,8375509055,4,534,1
0,3953695422,392500969,6405119706,3,567,0
5,3400257025,1862181243,6094075652,4,606,1
0,3969112121,4457041095,8524999747,7,694,0
0,3938353537,6425128375,9131779461,5,616,0
1,6353325278,9134351109,9417546202,2,615,0
1,1931179431,4534401806,4014223533,5,655,0
0,4951340315,7569230092,7785865359,4,600,0
1,3150307347,8645996457,7728296063,6,564,0
0,2688108974,4753815127,6196587496,4,560,0
0,463696549,3434598449,7523405487,3,727,0
0,3044904784,3363476754,6556724807,6,678,0
1,3952473928,6343400712,5907402928,7,658,0
2,3069352055,7425056107,4769051729,5,616,0
0,3051852322,2795389204,4820886328,5,612,0
3,2433093807,7161239983,393812015,3,624,1
5,4381475512,1762602792,6669127917,3,601,1
0,670256419,8839831489,8839831489,4,699,0
2,4235059487,742592885,6935166736,7,671,0
0,3445210092,4323070589,6675809167,3,504,0
0,4021312027,2750879624,8942425692,5,630,0
0,4451550778,5836672339,8225229732,6,628,0
0,283870453,4971699812,5683429648,4,685,0
1,3510142872,7349394959,6990107748,5,713,0
1,4694854076,1258394698,9363063009,3,687,0
2,4803995367,1292080908,825009511,8,828,0
5,4309035596,2775632333,8384786273,5,527,1
3,5328582196,2005674958,9101620181,1,455,1
1,4398576478,6714730514,836718772,6,649,0
1,2805944986,5576142897,5479032048,4,747,0
0,4238251606,4489293815,6437271592,4,555,0
1,4613048542,9410173343,860247943,7,627,0
0,2349454669,2420467684,4513542081,3,664,0
5,2911117016,1343747174,4468304084,5,534,1
1,5953803062,7774540459,9614893138,5,633,0
0,28688141,3721045706,5391214422,5,614,0
0,3078947163,8441472325,5236842113,4,639,0
4,2645091371,1387566269,6688976759,7,724,0
5,4972317809,18663928,6868921204,4,558,1
1,6289764043,8953418466,8283003704,4,604,0
0,335769149,1231339036,6602132306,5,643,0
0,5294074258,1026841534,9609650698,3,650,0
0,2891522649,3034602487,4428594639,6,714,0
5,4246645948,1575198672,6514075415,3,591,1
1,2374711474,5883174263,4908915969,5,689,0
1,2897506337,5977185785,6047482544,8,739,0
1,2054826873,5131310196,4244902867,6,687,0
0,4202057554,353652421,7466718892,3,622,0
1,5121712973,8327120725,9518426195,6,603,0
0,3839597008,3233801366,5963142887,2,638,0
0,434116807,4573047082,6687917116,4,656,0
0,287712935,5057112592,5057112592,4,699,0
1,5628334743,1364477429,1007427413,4,560,0
0,524105124,683149655,7112803377,4,634,0
0,4605589879,5803634243,6934589741,4,644,0
1,1988264097,4730369351,422990917,6,763,0
0,2744111896,4943763363,4943763363,5,586,0
1,1675015157,3570914179,3221309521,6,549,0
1,3540978956,6556102976,6240991709,6,647,0
0,404561329,6505040745,7311219811,3,615,0
2,5656270197,1424222428,1024283789,5,629,0
2,4796495519,1287193661,6745452409,2,641,0
0,5684378072,5551311023,8759722995,3,689,0
2,3243638986,7395987307,5117649969,4,640,0
1,4975967345,843126095,6296523063,4,558,0
1,4584499666,6400630821,8451651076,5,658,0
5,261414013,1223864243,3955102221,4,481,1
5,5631369284,2764896236,8990135895,3,683,1
1,5263523355,7133498967,8845309226,5,721,0
1,5175130742,1145154387,9450644951,5,759,0
1,4696969743,7179610269,677993713,5,636,0
4,266637757,8814582436,3544110056,3,589,1
0,1547829074,3339495499,4728332081,5,721,0
0,5867845011,5946255478,9786766959,4,695,0
1,3730344946,5811598412,7198197251,6,628,0
0,3846065026,1947650491,4838144214,5,658,0
1,3380622889,7034438654,7561494765,5,688,0
2,2842014206,8624567648,6459357229,4,627,0
0,5008320014,2648438146,7959160338,2,587,0
1,2925513567,5441242839,6745806326,5,596,0
2,4990456689,1124573448,8548712651,7,583,0
1,1212720065,1970855313,2199769895,6,607,0
0,6489225863,629576762,9498247515,6,629,0
1,2671691153,3492742678,4089995096,6,689,0
1,5249844325,1017909208,9214415847,5,727,0
0,610399595,7128579707,7547510586,4,612,0
0,1498439318,1755967209,2661180735,5,664,0
1,698222201,590609034,8954970161,6,521,0
1,3880385905,7070411073,5535114881,3,671,0
1,4056831682,5547162703,643714273,6,580,0
0,2765778465,5277308016,5277308016,2,665,0
0,4218360427,2016241753,5866430727,3,642,0
5,4539013617,2285003379,6903006775,4,593,1
0,6096021623,8473325851,8411711106,4,632,0
0,1854521829,3697259763,3697259763,3,574,0
5,3992728087,1852800845,6434807693,4,596,1
1,2905259997,5615088147,4745268166,6,544,0
2,380804903,985120095,6925852861,5,539,0
1,2622036002,4797102638,4629772484,6,621,0
1,1706883825,2366304151,2574091964,7,702,0
2,4203454063,8104299218,6623168598,8,726,0
2,8033292165,2951172952,1979771795,5,605,0
0,4299489795,45741156,1091086845,7,651,0
3,4740441685,1387769575,7733261801,6,595,0
1,4886730788,7649382693,7553845113,5,706,0
0,1549688808,1558003946,2704957468,6,665,0
1,1363379442,2792260064,2887186255,6,749,0
0,4323722879,6179338608,7982257612,5,740,0
4,5922714647,2029544187,9517606352,4,636,1
5,5173709153,2987752662,8717134536,3,552,1
1,4432312337,5806411114,6420995325,6,571,0
0,5748910404,6766809804,8947310476,4,705,0
1,4296215583,5780116157,6232928809,5,682,0
0,5464999792,2263428252,6962293294,2,594,0
0,3758595117,4017079197,6372312978,5,585,0
5,4469086873,2373580778,7747229941,1,663,1
2,3236483811,7635657613,502206592,4,684,0
0,7296431317,5902421146,9319826737,4,662,0
2,4248726967,1084420633,6456773811,3,623,0
1,2806519326,4795388109,4522634842,5,644,0
0,3886155911,5887147007,6808133875,4,753,0
0,2710632661,378319632,5204313762,3,516,0
2,2732518382,7116652897,4317322266,4,683,0
5,4604328507,2097073837,724790818,3,573,1
4,2406930525,1442519013,7469690057,7,601,0
1,2907208766,9376535648,7576071573,5,659,0
1,5443326277,8160991052,7723629317,5,673,0
3,3195741444,1070673465,5595831071,3,724,0
0,2031969332,3061968633,3142041226,3,554,0
5,3570396396,1932761013,7414103734,6,591,1
5,2057537353,9315729725,3329148972,3,572,1
0,3518219042,4323234824,8035398773,3,732,0
2,3593316487,1208678913,8410310424,6,594,0
1,3399529455,6686197074,6798182167,4,718,0
1,4207163534,504509356,5527912395,6,678,0
5,2807725778,1216717042,4810916047,5,611,1
0,3895483296,7012244898,8086068421,2,564,0
0,3644644702,719632879,7776064898,3,663,0
0,7369566361,6008982041,1004548152,4,677,0
2,4831422494,1040167381,7741114134,5,553,0
5,3099007102,1691347635,6225830821,4,527,1
0,2565721957,2019699485,3645553798,4,634,0
0,5656088812,7006064522,8548936362,6,633,0
3,4502175373,1181413656,6652163774,5,694,0
1,3732742627,1097937023,8551784596,6,629,0
0,3508661245,5837551942,654918055,5,575,0
1,1956430992,4024409483,3614830797,6,566,0
0,3426027007,3963490966,7976209093,4,543,0
2,4152718805,1436189384,82209465,3,648,0
3,4926696104,1557776393,9217496654,8,733,0
5,2639840167,1645229304,5136041005,5,550,1
0,5388820517,9325880586,9032241784,3,636,0
5,408944767,205911204,6647329366,3,572,1
3,3155402597,9880034663,4903086904,5,639,0
5,4447696698,2468795971,8476694545,3,617,1
0,4350018032,4189572668,6577602075,5,618,0
0,4476067479,635810097,635810097,3,738,0
3,2182178009,4894594946,4031381669,10,710,0
2,5822266561,1350201381,9003100147,5,610,0
0,2430076983,4427196846,4427196846,4,699,0
0,4098466738,7146765261,6483894734,2,680,0
2,5405799586,1099562128,8609268595,7,739,0
5,2743573107,2257837343,6705573271,3,635,1
1,3645791616,813051615,6597573574,3,670,0
2,2194075683,5563153974,4039565983,6,584,0
4,4819694373,1703431498,8009428127,5,504,1
1,7342278852,8797452121,7944625646,3,644,0
1,3257432198,5342562077,7220679861,7,682,0
2,4093270866,8324289349,7165357726,7,711,0
0,1523754472,2309054207,3221011786,5,690,0
1,4034187023,8448723568,7517719529,6,669,0
1,6155017536,7391485243,7653394942,5,706,0
2,2371010454,5194795588,4013112281,7,760,0
4,6560957333,2323335643,1037216351,5,717,1
0,2373377674,4941455758,519264673,3,651,0
0,4329293955,7982662873,9127138004,2,644,0
4,5205865838,1900995955,9627037492,6,605,1
2,5592023915,1350933627,8198057642,5,635,0
1,569122372,1336663003,9380478412,5,712,0
1,2649854241,5934905567,5838085884,5,713,0
1,2399105715,3020662639,4364806134,7,613,0
1,6315462883,6688223688,9758690296,7,679,0
3,4899443593,177959173,8113636579,2,554,1
5,1445240903,7831909836,2597641432,4,597,1
1,5747018463,8730594156,8577299593,4,741,0
5,336578029,1455200146,547613913,3,594,1
1,5306260784,4551367212,5777786489,5,570,0
2,2813944653,5824513683,5356758951,5,663,0
1,4062603899,8592965025,870897573,5,730,0
5,4651635134,1941622251,7020536695,5,632,1
0,4486863225,2817725445,8772629555,7,772,0
0,5556849636,6851879057,8166052375,4,624,0
5,2893924999,1291086685,4856255684,6,598,1
2,4453644438,9579544147,9091196141,6,651,0
0,3679240938,4848834044,6259359825,3,633,0
4,2000753397,952807391,3280490737,1,658,1
2,2595883292,6409300041,438372185,5,693,0
1,5182019559,1229344695,1122965169,5,626,0
1,3663333372,5823401991,6154574382,4,645,0
2,3332610815,8299664651,5140418951,6,563,0
1,2325963459,4494166786,4655034352,6,645,0
1,3070870575,5748276577,5292811426,6,670,0
5,5726392463,2819090225,9910194554,4,637,1
1,399165924,9199212955,6097494497,1,530,0
0,3837459549,259837913,7050257308,6,596,0
4,3776309219,1229405873,5131447595,5,566,1
0,6490279779,7434956541,973125528,2,603,0
0,5254604098,6562414202,7862477265,5,647,0
1,6482911619,8807117778,1004499973,6,683,0
0,4035226261,4648105394,6150238967,6,662,0
2,7008707493,1287821977,8747163215,3,610,0
1,3059403398,4712521752,4917391313,5,651,0
2,1046773206,2082528486,1309123875,5,671,0
5,4480557577,2203536728,6915532428,5,585,1
0,52403088,5996375009,9796979161,3,592,0
1,5423052824,8877120773,8594035861,5,679,0
0,3612747893,5915341718,603626438,3,718,0
2,5148747272,1176249848,6874633033,4,708,0
0,4264628218,372540153,6142419097,3,585,0
0,3408374814,3132067411,4855871849,4,633,0
0,4182787527,6998283935,8159214092,3,574,0
0,2743946939,4865811368,5637554912,5,670,0
1,3020363693,5067675751,5519707155,5,593,0
5,6731216063,241403798,8761027325,2,514,1
4,4182426767,1895646543,8336605862,6,583,1
5,5767993379,2888324516,9481285348,3,695,1
1,5501419044,8046621218,8062409593,6,691,0
0,2636574654,5143685905,6356234194,3,681,0
0,3066012991,408840891,6209043416,3,619,0
5,3927297363,2254662628,8469968913,4,618,1
0,2003025343,1759860588,4167581956,5,606,0
1,3981806767,8752408769,8085139903,5,692,0
3,4468959274,1350868033,6525575254,4,677,0
0,6865809701,1164269376,1097048414,1,626,0
1,4680049525,7826354201,7311885025,5,643,0
1,7155699053,136921471,1022993996,2,705,0
2,3310630104,8614858685,6580516814,7,722,0
5,4142745291,2182094088,7535008916,4,550,1
0,4258977205,605888053,7134837928,4,570,0
2,3553179208,9264469196,7110661473,6,544,0
0,5079377681,3779388782,7151091495,5,718,0
0,5441794678,5729906545,9288401014,3,625,0
1,4541892505,9326234685,8175233518,7,692,0
0,3327507213,3768885184,6179167457,6,719,0
1,4159646013,837194884,7442529795,4,732,0
1,7086340084,7276118795,9518133624,6,635,0
0,3917199947,5054291033,7790662627,8,725,0
2,6770432791,1356845132,9439720899,5,713,0
3,643086851,1558941734,8357275348,6,557,0
0,2279782782,1014875305,4327525436,5,619,0
0,3979447957,2279802255,5540621465,7,630,0
1,2932977363,4191752164,5301921948,6,643,0
2,3435113269,9776389327,7325514934,8,711,0
0,3297892156,2685410022,5819341232,5,801,0
3,3863852163,1123845086,6054014586,5,689,0
1,6027265364,6525461442,9433095733,7,648,0
3,530719492,1369555029,8507490664,7,718,0
5,3761656352,1869583928,6658563071,3,627,1
1,5309776791,8252825809,6893136956,5,645,0
0,3144366712,17439518,5459680584,2,633,0
0,4374413313,6023545842,6023545842,2,679,0
0,5427445186,3769746537,6545167478,6,620,0
0,5408299427,1039621711,1042014646,3,652,0
1,5217629965,1208203494,8565339059,4,633,0
1,3856267196,6849696,5744143379,5,678,0
5,4775527495,1753270052,6370251532,4,563,1
5,702441041,2659632318,9247108498,3,539,1
1,1920913361,5224210359,5157482545,5,624,0
1,5915749053,1230885242,9383900761,4,617,0
3,4860480358,2478966926,1012536429,2,630,1
2,2535391635,1054371829,8173081262,6,663,0
1,4714157754,642322367,6737706391,4,645,0
2,2868426985,6029500768,4787667093,6,481,0
0,2819014625,3347854872,3793809704,0,642,0
2,4550634135,1130769502,9258300574,7,743,0
3,2945770917,9860508324,4979392804,3,680,0
2,379294721,1085261976,831547492,7,617,0
0,2562279108,6535570065,4478103541,5,667,0
1,5324313654,1111971719,1124203861,6,645,0
0,5582195183,3134855259,9181724019,2,690,0
0,3979541343,3715293932,5894230901,4,598,0
5,7214170283,2845347137,8955136528,4,666,1
0,3329072964,4028800665,5089081629,2,679,0
2,2696300768,5758061609,5054882075,8,743,0
1,4700020142,108143641,779715982,2,673,0
3,2310542561,1664902867,8574050065,6,555,0
1,4690259343,4817340264,6374179963,5,671,0
4,4197826085,2148705556,8788706095,6,680,1
3,1819235384,5737835264,298907026,4,666,0
1,1639238165,3381888346,4009368777,4,668,0
5,3978718132,1444493534,5266161602,4,546,1
0,3939776134,6064100959,6064100959,5,584,0
0,4691827014,6200265218,8273861793,5,702,0
1,2446097485,7183995268,8056792418,6,608,0
1,3503317874,729799605,6150505913,5,759,0
1,3388572823,723830245,5767652227,5,696,0
1,3560425921,5957173404,5242693632,5,688,0
0,5146314174,1891198777,6303378393,3,616,0
0,2789186108,5752040968,6484210485,4,577,0
0,6929397841,8605913756,1084119501,2,629,0
1,4101085771,5664011305,622738994,6,611,0
1,3957181064,8189330008,7090034087,4,518,0
4,3519052842,1395050719,6597138016,6,709,0
2,3258207788,8555655414,5731982347,6,695,0
5,4520026998,1711868836,6850257881,5,658,1
2,3084118189,8779664531,5905878042,3,606,0
0,5044257132,4456037028,7165706866,4,623,0
1,2339616825,4074365765,5401784712,8,642,0
5,3687063498,1473718223,6168946931,6,545,1
1,4755221685,7047485527,8009940332,5,626,0
1,4092350423,7401668314,7888426598,5,639,0
0,4262764327,6651147311,7230677395,3,709,0
0,3854431194,5235235219,5717219861,4,611,0
0,3998987343,5384069421,6910280396,4,733,0
1,3988563878,728783646,5603614865,3,550,0
1,4074087343,62807637,5985496324,4,648,0
0,4516391458,5726787375,5573027928,3,676,0
0,5250094385,4233980876,8613704205,4,574,0
5,3508423992,213070328,7103434755,5,513,1
0,2274747659,4357796619,4357796619,4,628,0
0,2290148099,3958584593,3958584593,2,651,0
2,2854198163,505330323,4188344564,5,571,0
4,5272233964,2753803365,1043999785,3,619,1
1,8887820215,9618068696,1091753556,5,587,0
0,3690348317,1439173554,5288198987,4,595,0
5,3791984312,1715011087,6008664313,3,654,1
0,573685832,8248277917,942696399,4,632,0
5,5833177161,2696184184,9021033341,3,554,1
1,6074616765,9309231021,9316069486,6,688,0
5,4021130107,1978396295,656146892,2,515,1
0,4586353467,3726619513,7340598377,4,659,0
0,3906976191,2178226659,727673251,5,650,0
0,5745512975,6764830604,764817912,3,565,0
1,5097233809,8722822354,8495836481,6,711,0
0,1849556575,2324825243,4179639935,4,619,0
0,4605115659,7120280516,7120280516,1,597,0
1,4058992874,9327733558,8337402121,6,586,0
0,4201696053,2142047881,6032806757,4,619,0
0,4557762728,3857625903,7374645645,4,737,0
5,6448498229,2737015627,921525518,2,468,1
0,2501736735,368675667,7188012904,5,749,0
0,5092917733,1450824969,808272685,3,679,0
3,4102923948,135298192,7536172988,4,709,0
0,4396085925,3772517354,593429716,5,749,0
2,3601686098,1227055794,6584780698,2,588,0
5,4728915895,280460298,9811726616,3,627,1
1,686727928,8819705857,9154248889,6,657,0
1,2203415655,3523557054,465559212,5,600,0
2,2270253031,6976434579,4930086063,6,593,0
1,3735740838,6438096939,5975611455,5,666,0
0,4512841777,6773207221,6773207221,4,608,0
1,4325282077,9412236026,737600231,3,525,0
0,3663736165,5129009947,7335507491,4,622,0
0,2458520478,4395795938,4819249803,6,545,0
3,3988200833,1452265613,7653340734,5,707,0
5,2949957398,1351318348,4780186362,3,531,1
0,4290183462,5798510501,5818217532,4,750,0
1,4378031167,9589788481,8045523196,3,617,0
0,4926372603,3585052344,9242149379,5,637,0
0,6015001539,8995975896,8995975896,2,761,0
0,4524225407,5242579605,8445633579,7,673,0
1,7094558905,1158379768,1233727567,6,664,0
1,3406031159,6209247909,7260802036,7,748,0
5,3633622516,147433724,5654448005,4,539,1
0,474924338,3132769754,765671038,5,636,0
0,3744643791,4812942865,6111325777,3,567,0
5,1721742642,7069377531,2148478066,3,679,1
5,4173516593,151981774,5137344254,3,633,1
4,6250453205,2168654077,9031161507,5,690,1
2,353863323,7398990414,559191973,4,587,0
0,5427680397,7541800226,9633840587,4,648,0
0,16122569,1832169034,3523084161,6,726,0
2,3441774609,9755604042,7065865832,8,714,0
0,5551000139,8014351937,8014351937,5,591,0
